revenue|sales|city
814146|3|Oxford
1156586|3|Durham
1211385|2|Durham
1717099|3|Cambridge
728881|3|Oxford
138544|2|London
1168642|3|Durham
1289766|3|Durham
225986|3|London
1697315|4|Cambridge
454343|2|Oxford
1715216|3|Cambridge
1243280|3|Durham
1682371|3|Cambridge
12288|3|London
497251|3|Oxford
188445|3|London
1007548|2|Durham
824648|2|Oxford
933750|3|Durham
553421|3|Oxford
1588202|4|Cambridge
1241313|3|Durham
1129985|3|Durham
581419|3|Oxford
984402|2|Durham
293210|4|London
406852|1|London
1793659|2|Cambridge
1630372|3|Cambridge
1715388|4|Cambridge
868273|3|Oxford
103289|4|London
1679641|2|Cambridge
163636|1|London
791176|3|Oxford
1545565|4|Cambridge
786232|2|Oxford
999996|4|Durham
10906|3|London
441890|3|London
1101699|3|Durham
1709328|3|Cambridge
698381|2|Oxford
758061|2|Oxford
861033|2|Oxford
1715259|4|Cambridge
1524262|3|Cambridge
1265900|3|Durham
1602156|3|Cambridge
854578|3|Oxford
1599593|1|Cambridge
169438|3|London
766700|3|Oxford
243600|3|London
309301|4|London
842720|2|Oxford
1377742|2|Cambridge
967199|3|Durham
1756791|3|Cambridge
30207|4|London
344146|3|London
859598|1|Oxford
918398|3|Durham
868468|2|Oxford
374214|3|London
1157077|3|Durham
1085325|3|Durham
156736|3|London
323240|3|London
1107400|3|Durham
306397|2|London
280198|1|London
1045868|1|Durham
413654|3|London
1568396|3|Cambridge
854555|3|Oxford
1007911|3|Durham
917848|3|Durham
548624|2|Oxford
212906|2|London
1738160|3|Cambridge
166172|3|London
1754998|1|Cambridge
334700|3|London
1101573|3|Durham
299191|3|London
1791444|4|Cambridge
1018621|4|Durham
1627249|3|Cambridge
1044809|3|Durham
1491960|2|Cambridge
1340289|1|Durham
1071264|3|Durham
990898|4|Durham
1194352|3|Durham
1349121|4|Cambridge
1205437|4|Durham
1542305|2|Cambridge
1212650|4|Durham
809176|3|Oxford
1324270|2|Durham
285234|3|London
1488738|3|Cambridge
397549|3|London
799539|4|Oxford
103798|2|London
1599947|3|Cambridge
1541828|3|Cambridge
25849|3|London
1349160|2|Cambridge
659872|3|Oxford
1531178|3|Cambridge
595781|3|Oxford
275852|3|London
93118|3|London
1019256|4|Durham
112369|1|London
709612|3|Oxford
265640|4|London
1537980|4|Cambridge
135801|1|London
244461|3|London
1793058|3|Cambridge
649336|2|Oxford
34838|2|London
318623|2|London
1107838|3|Durham
494572|3|Oxford
1187948|3|Durham
48024|3|London
1287063|2|Durham
24460|3|London
970301|3|Durham
816710|2|Oxford
1764040|3|Cambridge
528796|3|Oxford
434300|1|London
1129147|3|Durham
1312609|3|Durham
1499156|4|Cambridge
134063|2|London
759295|3|Oxford
562870|1|Oxford
18238|2|London
954478|4|Durham
1217011|4|Durham
1335971|3|Durham
1583554|1|Cambridge
528785|4|Oxford
1782366|3|Cambridge
313101|2|London
1187063|3|Durham
299407|4|London
1764455|4|Cambridge
1089512|4|Durham
637493|3|Oxford
79513|1|London
192580|3|London
799164|3|Oxford
740975|3|Oxford
1202019|3|Durham
1467194|3|Cambridge
939603|3|Durham
1130300|2|Durham
294292|1|London
575444|3|Oxford
119491|3|London
696170|2|Oxford
1198761|4|Durham
504923|4|Oxford
1103683|3|Durham
469307|4|Oxford
249400|4|London
1591412|3|Cambridge
211384|2|London
558244|2|Oxford
1347517|1|Cambridge
1746655|4|Cambridge
273425|3|London
1513297|4|Cambridge
1126278|3|Durham
1317726|4|Durham
215782|3|London
851727|3|Oxford
556249|4|Oxford
1324989|1|Durham
1751695|3|Cambridge
1368094|3|Cambridge
29042|3|London
344392|1|London
722669|3|Oxford
277612|4|London
67744|1|London
1501796|4|Cambridge
216034|2|London
529548|2|Oxford
1556584|2|Cambridge
1712516|3|Cambridge
1486523|3|Cambridge
1663155|2|Cambridge
1724812|4|Cambridge
1770306|3|Cambridge
807411|2|Oxford
750950|2|Oxford
154239|2|London
574787|4|Oxford
284451|2|London
924304|3|Durham
719999|3|Oxford
1545297|2|Cambridge
416320|2|London
1216408|3|Durham
1533208|3|Cambridge
409679|3|London
1301605|3|Durham
1552486|3|Cambridge
1672818|4|Cambridge
1455897|3|Cambridge
661150|3|Oxford
682264|2|Oxford
748383|3|Oxford
655694|3|Oxford
1552378|3|Cambridge
796318|2|Oxford
1316345|3|Durham
513919|3|Oxford
1417867|3|Cambridge
151813|2|London
147154|3|London
913034|2|Durham
634329|4|Oxford
1499030|3|Cambridge
1202972|3|Durham
53763|2|London
1467403|3|Cambridge
333256|3|London
368485|3|London
1110908|3|Durham
515429|2|Oxford
705486|3|Oxford
586644|3|Oxford
1470791|3|Cambridge
1466074|3|Cambridge
1026670|2|Durham
735557|3|Oxford
287295|4|London
587648|3|Oxford
1572100|1|Cambridge
1637237|3|Cambridge
1463747|2|Cambridge
889169|3|Oxford
876213|4|Oxford
259331|3|London
1070447|3|Durham
1574676|2|Cambridge
771054|3|Oxford
1266093|3|Durham
427163|1|London
499472|4|Oxford
729284|1|Oxford
1429657|3|Cambridge
927463|3|Durham
1090053|2|Durham
769190|4|Oxford
1587080|4|Cambridge
1734082|3|Cambridge
1406600|3|Cambridge
1697433|3|Cambridge
1508536|3|Cambridge
916247|3|Durham
635627|3|Oxford
1481928|2|Cambridge
1348998|3|Cambridge
1215836|3|Durham
905840|3|Durham
120961|2|London
1246461|2|Durham
1121042|2|Durham
545018|2|Oxford
571472|3|Oxford
520679|3|Oxford
1561813|3|Cambridge
973850|1|Durham
373449|2|London
1018181|3|Durham
187599|3|London
462314|4|Oxford
1758087|3|Cambridge
656756|3|Oxford
112978|3|London
711264|3|Oxford
1038186|4|Durham
1030920|3|Durham
1303036|4|Durham
1418887|2|Cambridge
650038|2|Oxford
1673324|4|Cambridge
473538|4|Oxford
1294623|3|Durham
907011|2|Durham
1509290|1|Cambridge
957945|3|Durham
251368|3|London
739420|4|Oxford
306749|3|London
1538129|4|Cambridge
123553|1|London
1087397|3|Durham
706413|2|Oxford
1728111|4|Cambridge
1320814|3|Durham
47541|3|London
640145|4|Oxford
285263|2|London
996528|3|Durham
1285326|2|Durham
616071|1|Oxford
702487|1|Oxford
4545|2|London
1120486|3|Durham
1642054|1|Cambridge
1679238|3|Cambridge
1730299|4|Cambridge
1102555|3|Durham
1692774|2|Cambridge
1704961|3|Cambridge
639346|3|Oxford
1781133|1|Cambridge
1008500|3|Durham
1030854|3|Durham
1470937|3|Cambridge
1320067|4|Durham
400221|3|London
35885|1|London
1079270|3|Durham
1312758|3|Durham
381379|3|London
868189|3|Oxford
1169988|3|Durham
1318547|2|Durham
120431|3|London
1221990|4|Durham
760286|3|Oxford
711380|2|Oxford
1682365|3|Cambridge
1287764|2|Durham
1049702|3|Durham
1714950|3|Cambridge
25900|2|London
1322878|3|Durham
669495|3|Oxford
550729|3|Oxford
1731927|1|Cambridge
228346|4|London
250398|1|London
810916|3|Oxford
1287395|1|Durham
1777981|3|Cambridge
216953|4|London
1161875|2|Durham
1268505|3|Durham
1421677|2|Cambridge
409804|4|London
722188|3|Oxford
1430898|4|Cambridge
758316|1|Oxford
1164858|3|Durham
983234|3|Durham
1337008|3|Durham
490018|2|Oxford
90801|3|London
1053612|3|Durham
1255009|3|Durham
1035923|3|Durham
1298312|2|Durham
462395|3|Oxford
1406233|4|Cambridge
509678|3|Oxford
1312499|2|Durham
687751|3|Oxford
1623259|3|Cambridge
672445|3|Oxford
1014746|1|Durham
689849|3|Oxford
1576598|4|Cambridge
476952|3|Oxford
980764|2|Durham
1083575|3|Durham
1140848|4|Durham
945941|3|Durham
1317862|3|Durham
146129|3|London
1360545|3|Cambridge
738881|4|Oxford
815976|3|Oxford
984198|2|Durham
1255505|1|Durham
226636|3|London
65571|2|London
251218|3|London
1016214|3|Durham
377085|4|London
1470708|1|Cambridge
1166516|1|Durham
1033715|2|Durham
784756|3|Oxford
1182151|3|Durham
385122|3|London
1673606|4|Cambridge
892310|3|Oxford
255877|4|London
252367|3|London
1357298|2|Cambridge
1662555|3|Cambridge
453730|4|Oxford
115255|2|London
395107|3|London
88843|3|London
1474589|4|Cambridge
530217|3|Oxford
797719|4|Oxford
803034|2|Oxford
1573453|4|Cambridge
817947|4|Oxford
1198312|2|Durham
264652|4|London
343644|3|London
1054119|1|Durham
291687|1|London
181053|2|London
963598|3|Durham
375203|2|London
1653380|3|Cambridge
1332806|3|Durham
1474067|3|Cambridge
1622597|3|Cambridge
1235348|1|Durham
1731299|4|Cambridge
1266477|3|Durham
167590|1|London
546025|4|Oxford
1591928|3|Cambridge
712915|3|Oxford
951836|4|Durham
372699|3|London
314603|3|London
947413|3|Durham
399873|2|London
790671|3|Oxford
1063160|3|Durham
133491|3|London
1543858|3|Cambridge
900817|3|Durham
1445595|4|Cambridge
157498|2|London
1036149|3|Durham
91165|3|London
1690762|2|Cambridge
1269587|3|Durham
1762323|2|Cambridge
1529974|3|Cambridge
912925|3|Durham
400262|3|London
1036307|4|Durham
1479170|3|Cambridge
585646|3|Oxford
1127449|3|Durham
1630579|3|Cambridge
1091300|3|Durham
852749|3|Oxford
903246|3|Durham
1283617|3|Durham
599899|2|Oxford
1711201|3|Cambridge
424784|4|London
584065|3|Oxford
996555|3|Durham
1498634|4|Cambridge
830720|3|Oxford
1128315|1|Durham
970572|3|Durham
1477107|3|Cambridge
84589|3|London
1298585|3|Durham
1178247|4|Durham
184180|2|London
1444311|4|Cambridge
416426|4|London
152286|3|London
1325251|4|Durham
1126330|1|Durham
1622468|3|Cambridge
1472105|3|Cambridge
1338499|4|Durham
1564481|2|Cambridge
295412|1|London
1555517|4|Cambridge
1713689|3|Cambridge
1488042|3|Cambridge
1127097|4|Durham
292054|3|London
1194496|3|Durham
1703958|1|Cambridge
854062|4|Oxford
620038|3|Oxford
1121645|2|Durham
1523427|3|Cambridge
862259|2|Oxford
230051|2|London
561297|3|Oxford
826949|4|Oxford
1205408|3|Durham
558661|4|Oxford
552026|2|Oxford
555662|2|Oxford
1776206|2|Cambridge
467823|3|Oxford
506093|2|Oxford
299553|4|London
193078|3|London
1777312|3|Cambridge
602793|2|Oxford
1248597|3|Durham
585929|3|Oxford
1125907|3|Durham
549060|2|Oxford
43414|2|London
1417514|4|Cambridge
1211878|4|Durham
1294809|3|Durham
713405|2|Oxford
370614|3|London
554443|2|Oxford
1488893|3|Cambridge
483879|4|Oxford
1479534|3|Cambridge
249604|4|London
666116|3|Oxford
1706416|2|Cambridge
278883|1|London
796259|4|Oxford
703261|3|Oxford
1393939|3|Cambridge
1187962|3|Durham
1499183|3|Cambridge
307984|3|London
755847|3|Oxford
276690|3|London
303906|4|London
1252928|3|Durham
846549|4|Oxford
1661345|2|Cambridge
747498|4|Oxford
1776715|3|Cambridge
938049|2|Durham
1324589|3|Durham
703080|2|Oxford
1596206|3|Cambridge
1783098|2|Cambridge
865425|3|Oxford
1037916|3|Durham
1381750|4|Cambridge
1016052|3|Durham
1418051|3|Cambridge
857974|4|Oxford
1435212|1|Cambridge
1579424|3|Cambridge
1223431|2|Durham
1373549|4|Cambridge
1415412|4|Cambridge
934874|3|Durham
87898|3|London
14440|2|London
654168|4|Oxford
1150309|3|Durham
1763390|3|Cambridge
960910|3|Durham
1354195|3|Cambridge
331936|3|London
1303960|1|Durham
1245739|2|Durham
243041|4|London
1688249|1|Cambridge
757993|4|Oxford
850870|2|Oxford
424917|3|London
484427|1|Oxford
212381|2|London
1457313|4|Cambridge
5826|2|London
1676441|3|Cambridge
574214|4|Oxford
1126613|2|Durham
303977|3|London
470276|4|Oxford
381545|3|London
747163|4|Oxford
482921|3|Oxford
895854|1|Oxford
793422|2|Oxford
1545861|3|Cambridge
25364|3|London
949967|4|Durham
43149|2|London
1084030|3|Durham
1402797|3|Cambridge
1381936|4|Cambridge
356790|3|London
819267|2|Oxford
1160652|2|Durham
584956|3|Oxford
1700655|3|Cambridge
1646333|4|Cambridge
885981|1|Oxford
564581|1|Oxford
394228|2|London
1177313|4|Durham
315917|1|London
1613048|3|Cambridge
1758395|4|Cambridge
301277|2|London
1052418|3|Durham
882693|3|Oxford
899159|4|Durham
30737|1|London
331893|3|London
225131|1|London
1274373|4|Durham
1480590|2|Cambridge
168509|2|London
748282|1|Oxford
1636715|3|Cambridge
566543|3|Oxford
333588|4|London
677362|2|Oxford
150960|3|London
1365133|3|Cambridge
704166|4|Oxford
551472|2|Oxford
1258872|3|Durham
130717|3|London
1262378|3|Durham
1515684|3|Cambridge
1761644|1|Cambridge
129325|3|London
1223091|1|Durham
1193665|3|Durham
369468|2|London
1220898|3|Durham
478912|3|Oxford
1339960|4|Durham
1312537|3|Durham
1480950|4|Cambridge
818453|3|Oxford
381006|2|London
898159|2|Durham
1660234|2|Cambridge
731077|3|Oxford
1793503|2|Cambridge
75222|1|London
738037|1|Oxford
353963|2|London
634808|3|Oxford
1376593|3|Cambridge
652759|4|Oxford
1145463|3|Durham
1000070|3|Durham
51914|3|London
1516673|3|Cambridge
1246242|4|Durham
1543700|2|Cambridge
759077|2|Oxford
1615232|3|Cambridge
328128|1|London
1081933|3|Durham
1190|2|London
544942|3|Oxford
1073609|3|Durham
764966|1|Oxford
913545|4|Durham
69268|1|London
1369169|3|Cambridge
777390|3|Oxford
612348|3|Oxford
238490|2|London
1313953|3|Durham
1230445|3|Durham
1677083|3|Cambridge
1561509|2|Cambridge
1314384|2|Durham
711352|3|Oxford
1023329|3|Durham
490049|3|Oxford
208769|3|London
493276|2|Oxford
834057|1|Oxford
475511|4|Oxford
644836|4|Oxford
329144|1|London
778288|1|Oxford
129127|3|London
1747797|3|Cambridge
1611679|3|Cambridge
789718|2|Oxford
286702|4|London
838791|2|Oxford
1584584|2|Cambridge
1319303|4|Durham
341568|2|London
947114|2|Durham
384863|1|London
796838|2|Oxford
288705|2|London
1298313|4|Durham
504386|3|Oxford
1282202|4|Durham
777582|1|Oxford
1225476|4|Durham
870548|3|Oxford
323204|3|London
584947|4|Oxford
392564|1|London
212263|3|London
573168|3|Oxford
622271|3|Oxford
1007481|3|Durham
685830|3|Oxford
1335779|4|Durham
91259|2|London
619513|3|Oxford
1412164|4|Cambridge
1535233|3|Cambridge
126868|4|London
1131541|3|Durham
1204311|4|Durham
871324|1|Oxford
790307|3|Oxford
713368|2|Oxford
1051800|3|Durham
604256|3|Oxford
180614|4|London
1481177|4|Cambridge
467406|3|Oxford
472736|4|Oxford
1502039|3|Cambridge
50327|1|London
1039058|3|Durham
1416415|2|Cambridge
721569|1|Oxford
1439359|4|Cambridge
958843|3|Durham
742678|3|Oxford
1453766|2|Cambridge
876992|3|Oxford
1147936|3|Durham
489526|3|Oxford
857417|3|Oxford
577283|3|Oxford
1117135|3|Durham
447077|3|London
591596|4|Oxford
831969|2|Oxford
1787541|2|Cambridge
1367438|3|Cambridge
1708510|3|Cambridge
298577|2|London
694443|3|Oxford
867534|1|Oxford
581997|3|Oxford
1587005|1|Cambridge
56704|2|London
1650271|4|Cambridge
629773|1|Oxford
257207|1|London
1653892|3|Cambridge
829775|4|Oxford
722286|4|Oxford
828377|2|Oxford
671135|3|Oxford
1534189|3|Cambridge
1751461|3|Cambridge
421645|3|London
1179119|3|Durham
648803|1|Oxford
36484|3|London
497491|3|Oxford
573494|3|Oxford
8918|3|London
1639470|2|Cambridge
1681476|3|Cambridge
553592|3|Oxford
465149|4|Oxford
851359|4|Oxford
1363016|3|Cambridge
1512398|3|Cambridge
993755|3|Durham
967398|2|Durham
1391397|3|Cambridge
811248|4|Oxford
1391621|4|Cambridge
332987|1|London
1606502|4|Cambridge
487911|2|Oxford
1225584|3|Durham
675993|3|Oxford
616997|3|Oxford
1353733|1|Cambridge
1655030|3|Cambridge
895423|1|Oxford
1381779|3|Cambridge
1197650|2|Durham
653919|3|Oxford
292678|3|London
73072|2|London
1719248|1|Cambridge
219471|4|London
1604982|3|Cambridge
1549581|3|Cambridge
90912|1|London
503392|4|Oxford
79497|2|London
1565723|3|Cambridge
726704|4|Oxford
1293809|2|Durham
259888|1|London
1034549|4|Durham
1071842|3|Durham
1244259|2|Durham
674411|4|Oxford
396457|2|London
1402427|3|Cambridge
783921|3|Oxford
763459|3|Oxford
15365|3|London
1049723|3|Durham
519259|3|Oxford
836038|3|Oxford
1183261|1|Durham
919046|3|Durham
370177|4|London
1582740|3|Cambridge
461031|3|Oxford
818814|2|Oxford
1180608|3|Durham
855380|3|Oxford
60786|3|London
355273|3|London
137873|3|London
137919|4|London
1787616|4|Cambridge
1296142|1|Durham
1536634|3|Cambridge
198417|4|London
1269584|4|Durham
1147150|3|Durham
107296|2|London
239833|3|London
724748|3|Oxford
683921|2|Oxford
113291|1|London
740573|4|Oxford
1023649|3|Durham
1459688|4|Cambridge
914047|2|Durham
1693094|3|Cambridge
1044624|4|Durham
654036|3|Oxford
478291|4|Oxford
1123816|3|Durham
737473|3|Oxford
1321373|3|Durham
63497|1|London
1227647|3|Durham
1794606|3|Cambridge
459719|2|Oxford
20980|3|London
1340708|3|Durham
176804|4|London
1316172|2|Durham
138714|3|London
871673|4|Oxford
113211|4|London
1106326|3|Durham
111716|3|London
1065366|3|Durham
1120082|3|Durham
304266|3|London
483038|3|Oxford
350757|4|London
749788|4|Oxford
634899|3|Oxford
1471624|4|Cambridge
727818|3|Oxford
1409740|4|Cambridge
459380|2|Oxford
1789638|3|Cambridge
425614|2|London
125807|3|London
761543|1|Oxford
468658|3|Oxford
777324|3|Oxford
383204|3|London
1592514|1|Cambridge
360111|4|London
1416812|2|Cambridge
630257|3|Oxford
943196|2|Durham
1338995|3|Durham
1574182|1|Cambridge
871277|3|Oxford
887162|3|Oxford
932489|2|Durham
571271|3|Oxford
359357|3|London
1368836|3|Cambridge
990437|2|Durham
1065840|4|Durham
1442113|2|Cambridge
201925|1|London
97027|3|London
295071|1|London
1336387|2|Durham
553378|2|Oxford
1714769|3|Cambridge
185012|4|London
1468902|2|Cambridge
704321|2|Oxford
1077804|4|Durham
1528489|3|Cambridge
392004|3|London
899545|3|Durham
3400|3|London
1542128|1|Cambridge
657859|4|Oxford
529177|3|Oxford
2541|3|London
992787|3|Durham
921751|3|Durham
114651|2|London
1234928|3|Durham
74940|3|London
1173346|2|Durham
738554|4|Oxford
950909|3|Durham
173145|1|London
1437314|2|Cambridge
1542630|4|Cambridge
566857|3|Oxford
389478|2|London
1731252|2|Cambridge
1746321|2|Cambridge
1392221|2|Cambridge
716181|1|Oxford
1332876|3|Durham
937793|2|Durham
1487238|4|Cambridge
1292002|3|Durham
55094|4|London
1152162|2|Durham
630382|3|Oxford
1615034|3|Cambridge
785784|4|Oxford
1270135|4|Durham
1386172|2|Cambridge
1503929|3|Cambridge
1463796|2|Cambridge
741523|4|Oxford
1501932|3|Cambridge
832143|1|Oxford
355879|1|London
1776457|3|Cambridge
1100678|3|Durham
1089041|2|Durham
1533079|3|Cambridge
1129188|3|Durham
1112954|3|Durham
557961|4|Oxford
682998|3|Oxford
1308727|3|Durham
776397|3|Oxford
544985|3|Oxford
1187577|3|Durham
1591051|2|Cambridge
461769|3|Oxford
1425586|2|Cambridge
1459152|3|Cambridge
909288|4|Durham
748370|4|Oxford
953745|2|Durham
834852|1|Oxford
557282|2|Oxford
1053852|2|Durham
1558215|4|Cambridge
420868|2|London
1457828|4|Cambridge
1175398|3|Durham
864573|3|Oxford
1637199|3|Cambridge
887000|3|Oxford
1348508|3|Cambridge
463814|2|Oxford
1227536|1|Durham
288270|3|London
952045|3|Durham
1372599|1|Cambridge
161001|2|London
1752811|4|Cambridge
28419|2|London
1383167|3|Cambridge
416009|4|London
594083|3|Oxford
815257|4|Oxford
677408|3|Oxford
470098|1|Oxford
1697003|3|Cambridge
1493002|2|Cambridge
764464|3|Oxford
418459|4|London
1034765|3|Durham
753658|3|Oxford
971140|2|Durham
578356|3|Oxford
1210404|3|Durham
548001|3|Oxford
967347|3|Durham
731074|3|Oxford
1535408|3|Cambridge
704767|1|Oxford
1189445|3|Durham
1086557|4|Durham
1431841|2|Cambridge
649328|3|Oxford
1148047|2|Durham
232033|3|London
45944|4|London
1453048|3|Cambridge
1570652|3|Cambridge
1560521|1|Cambridge
1432873|3|Cambridge
1579834|3|Cambridge
912249|1|Durham
417958|3|London
1263753|3|Durham
1228027|4|Durham
116884|2|London
21633|4|London
716034|3|Oxford
334783|3|London
1157379|3|Durham
26941|3|London
407379|2|London
1518571|4|Cambridge
105575|3|London
155681|2|London
1132133|1|Durham
86296|1|London
1553358|4|Cambridge
1199459|4|Durham
671705|3|Oxford
385809|4|London
468010|4|Oxford
550242|2|Oxford
418716|1|London
881226|3|Oxford
1411580|4|Cambridge
683174|3|Oxford
1601852|4|Cambridge
918624|3|Durham
752677|1|Oxford
147932|2|London
1524495|3|Cambridge
595308|3|Oxford
838984|3|Oxford
129821|3|London
1399762|3|Cambridge
157023|3|London
1440351|2|Cambridge
1582302|2|Cambridge
1767823|3|Cambridge
1692294|3|Cambridge
983990|4|Durham
775454|3|Oxford
122092|3|London
310212|3|London
191076|3|London
6062|2|London
1049203|3|Durham
574238|3|Oxford
53946|2|London
1554370|3|Cambridge
1298925|2|Durham
1292863|4|Durham
962963|3|Durham
1264104|1|Durham
933569|3|Durham
908510|2|Durham
141605|2|London
590360|2|Oxford
19894|3|London
708696|3|Oxford
741753|4|Oxford
1269858|1|Durham
1708820|3|Cambridge
424748|3|London
722337|3|Oxford
1155021|4|Durham
213658|1|London
442866|2|London
402252|3|London
308706|1|London
1470078|4|Cambridge
1103731|2|Durham
948657|3|Durham
923742|3|Durham
486127|4|Oxford
1117018|3|Durham
262386|2|London
632840|2|Oxford
1163705|3|Durham
850243|3|Oxford
1073098|2|Durham
241319|4|London
472559|2|Oxford
1241146|3|Durham
1126015|2|Durham
1720670|2|Cambridge
1397352|1|Cambridge
465227|2|Oxford
172033|3|London
306957|2|London
1141449|4|Durham
357706|3|London
1292076|3|Durham
56202|3|London
1050783|3|Durham
575965|2|Oxford
1603039|3|Cambridge
107475|4|London
431769|4|London
1057996|3|Durham
31088|2|London
31881|4|London
756406|2|Oxford
370120|3|London
1609791|3|Cambridge
464490|4|Oxford
678729|3|Oxford
1211449|3|Durham
1517322|4|Cambridge
85163|3|London
731988|2|Oxford
712157|3|Oxford
1579912|3|Cambridge
1257543|3|Durham
816830|3|Oxford
873056|3|Oxford
204522|1|London
66681|1|London
77232|2|London
14338|4|London
454208|3|Oxford
578901|3|Oxford
422011|3|London
1414488|4|Cambridge
1218834|4|Durham
1649634|1|Cambridge
1255489|3|Durham
1611779|4|Cambridge
1364409|3|Cambridge
1242393|3|Durham
491087|1|Oxford
498481|3|Oxford
368704|3|London
1255058|3|Durham
694315|4|Oxford
644406|2|Oxford
1318215|4|Durham
1151199|1|Durham
321046|3|London
21678|3|London
1083028|4|Durham
624633|3|Oxford
393106|2|London
817752|3|Oxford
431294|3|London
1230594|3|Durham
1100315|2|Durham
689391|4|Oxford
1133734|4|Durham
367932|2|London
1629395|2|Cambridge
1327177|3|Durham
834327|1|Oxford
190324|2|London
1081300|3|Durham
1622191|3|Cambridge
634864|2|Oxford
891571|4|Oxford
1615317|3|Cambridge
1587542|1|Cambridge
1173363|2|Durham
1031160|3|Durham
1398394|2|Cambridge
372166|3|London
1276641|3|Durham
872047|2|Oxford
713086|4|Oxford
980932|3|Durham
1515359|1|Cambridge
1231401|2|Durham
823312|3|Oxford
179713|3|London
998636|3|Durham
657051|4|Oxford
1343956|4|Durham
1646031|3|Cambridge
1556496|1|Cambridge
359894|4|London
1675862|3|Cambridge
610475|3|Oxford
196149|3|London
582596|4|Oxford
1130695|4|Durham
1021340|3|Durham
1262424|2|Durham
209892|3|London
221274|2|London
447322|3|London
216472|4|London
1412161|3|Cambridge
1546572|3|Cambridge
1695644|2|Cambridge
918862|3|Durham
1276114|4|Durham
285367|1|London
895581|3|Oxford
1297548|3|Durham
1139851|4|Durham
52768|2|London
767161|1|Oxford
675677|2|Oxford
845363|3|Oxford
1023663|4|Durham
693209|4|Oxford
1553049|3|Cambridge
1379923|3|Cambridge
634513|3|Oxford
1298609|2|Durham
417074|4|London
1241402|2|Durham
291811|3|London
1657539|2|Cambridge
553576|3|Oxford
708193|3|Oxford
1201311|4|Durham
1240678|4|Durham
1477410|2|Cambridge
758799|1|Oxford
1494023|3|Cambridge
1622920|3|Cambridge
585441|3|Oxford
1597847|2|Cambridge
1066492|3|Durham
1380311|3|Cambridge
275346|2|London
48824|3|London
485918|2|Oxford
1294368|1|Durham
1747224|4|Cambridge
1430122|2|Cambridge
879978|3|Oxford
1388387|2|Cambridge
1012502|2|Durham
117320|3|London
1604632|1|Cambridge
702066|2|Oxford
195454|3|London
1774668|2|Cambridge
266632|3|London
640900|3|Oxford
101805|2|London
1241709|3|Durham
1379081|3|Cambridge
1633948|3|Cambridge
332861|2|London
74194|4|London
333320|3|London
1731080|1|Cambridge
1683145|1|Cambridge
1335111|3|Durham
234902|3|London
1022867|3|Durham
802518|4|Oxford
1437539|1|Cambridge
143485|2|London
1386748|2|Cambridge
1663514|2|Cambridge
232062|2|London
592338|1|Oxford
637575|2|Oxford
1277876|4|Durham
987529|3|Durham
43136|4|London
762443|3|Oxford
673282|3|Oxford
1333609|4|Durham
1089386|2|Durham
975931|4|Durham
1338579|1|Durham
1738017|2|Cambridge
368466|3|London
1611893|3|Cambridge
1269522|3|Durham
878261|2|Oxford
1130363|1|Durham
878994|3|Oxford
505146|1|Oxford
648229|4|Oxford
952676|4|Durham
29849|1|London
1023602|2|Durham
1574715|3|Cambridge
1176755|3|Durham
284707|3|London
1696940|3|Cambridge
1512292|3|Cambridge
1322969|3|Durham
731403|3|Oxford
1637377|4|Cambridge
1519500|3|Cambridge
1563578|3|Cambridge
1647006|3|Cambridge
1786512|1|Cambridge
845288|3|Oxford
309477|3|London
944389|4|Durham
1120364|1|Durham
1314211|3|Durham
1021667|2|Durham
565067|3|Oxford
1704255|2|Cambridge
1138309|3|Durham
1412673|2|Cambridge
180774|4|London
1417751|4|Cambridge
150143|3|London
433792|2|London
99744|3|London
1407417|4|Cambridge
1035609|1|Durham
174300|1|London
934995|3|Durham
1517789|3|Cambridge
309278|2|London
605260|1|Oxford
1088158|2|Durham
490859|3|Oxford
1024641|3|Durham
467091|3|Oxford
567514|4|Oxford
682996|3|Oxford
247255|3|London
1559206|4|Cambridge
6740|4|London
69174|3|London
448447|3|London
1669094|1|Cambridge
1738686|3|Cambridge
997920|4|Durham
855448|3|Oxford
347431|4|London
1130298|3|Durham
319806|2|London
1458741|3|Cambridge
644018|4|Oxford
1007691|2|Durham
642063|2|Oxford
632186|2|Oxford
83350|3|London
826767|3|Oxford
21482|3|London
985136|4|Durham
1586578|1|Cambridge
146913|2|London
1470675|4|Cambridge
1345037|3|Durham
125641|4|London
308753|4|London
1329313|3|Durham
714598|3|Oxford
936832|2|Durham
603108|3|Oxford
904413|3|Durham
916727|3|Durham
484421|2|Oxford
989312|2|Durham
144941|3|London
16301|4|London
42637|4|London
994388|3|Durham
1028972|4|Durham
504916|2|Oxford
1276879|3|Durham
1697733|1|Cambridge
653178|3|Oxford
1126584|3|Durham
1655334|3|Cambridge
1201778|3|Durham
144125|3|London
1032965|2|Durham
5052|3|London
262928|3|London
389062|2|London
1242032|3|Durham
1554860|2|Cambridge
1397371|3|Cambridge
1454022|4|Cambridge
200558|3|London
455397|3|Oxford
1529435|4|Cambridge
871439|2|Oxford
1307370|1|Durham
1361940|3|Cambridge
625046|2|Oxford
998452|2|Durham
727653|4|Oxford
1407360|3|Cambridge
1221242|3|Durham
10630|3|London
1056507|2|Durham
1380263|2|Cambridge
643590|2|Oxford
21130|3|London
448713|4|London
33191|2|London
1777008|4|Cambridge
1191389|3|Durham
452102|2|Oxford
8673|4|London
695514|2|Oxford
